id,molecularFormula,adduct,NPC#superclass,NPC#class,ClassyFire#most specific class,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#class,ClassyFire#superclass
1782_01102023_MZmine_trial_sirius_sirius_3273,C10H20O3,[M + Na]+,Fatty Acids and Conjugates,Hydroxy fatty acids,Medium-chain hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives,0.559563637,Hydroxy acids and derivatives,Organic acids and derivatives
2608_01102023_MZmine_trial_sirius_sirius_4464,C11H20O5,[M + H]+,Fatty Acids and Conjugates,Dicarboxylic acids,Medium-chain hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives,0.946064234,Hydroxy acids and derivatives,Organic acids and derivatives
1882_01102023_MZmine_trial_sirius_sirius_3402,C11H22O5,[M + H]+,Fatty Acids and Conjugates,Hydroxy fatty acids,Medium-chain hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives,0.840363204,Hydroxy acids and derivatives,Organic acids and derivatives
3122_01102023_MZmine_trial_sirius_sirius_5173,C11H20O5,[M + H]+,Fatty Acids and Conjugates,Dicarboxylic acids,Medium-chain hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives,0.910257995,Hydroxy acids and derivatives,Organic acids and derivatives
3072_01102023_MZmine_trial_sirius_sirius_5107,C12H24O5,[M + Na]+,Fatty Acids and Conjugates,Hydroxy fatty acids,Medium-chain hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives,0.770438612,Hydroxy acids and derivatives,Organic acids and derivatives
3151_01102023_MZmine_trial_sirius_sirius_5208,C11H20O5,[M + H3N + H]+,Fatty Acids and Conjugates,Dicarboxylic acids,Medium-chain hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives,0.746464431,Hydroxy acids and derivatives,Organic acids and derivatives
3362_01102023_MZmine_trial_sirius_sirius_5508,C14H26O5,[M + Na]+,Fatty Acids and Conjugates,Dicarboxylic acids,Medium-chain hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives,0.841217875,Hydroxy acids and derivatives,Organic acids and derivatives
4704_01102023_MZmine_trial_sirius_sirius_7460,C13H24O5,[M + Na]+,Fatty Acids and Conjugates,Hydroxy fatty acids,Medium-chain hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives,0.53647846,Hydroxy acids and derivatives,Organic acids and derivatives
4142_01102023_MZmine_trial_sirius_sirius_6625,C12H20O5,[M + Na]+,Fatty Acids and Conjugates,Dicarboxylic acids,Medium-chain hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives,0.872386694,Hydroxy acids and derivatives,Organic acids and derivatives
4919_01102023_MZmine_trial_sirius_sirius_7770,C13H24O5,[M + Na]+,Fatty Acids and Conjugates,Dicarboxylic acids,Medium-chain hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives,0.867532194,Hydroxy acids and derivatives,Organic acids and derivatives
4211_01102023_MZmine_trial_sirius_sirius_6721,C14H26O5,[M + Na]+,Fatty Acids and Conjugates,Hydroxy fatty acids,Medium-chain hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives,0.637483954,Hydroxy acids and derivatives,Organic acids and derivatives
8066_01102023_MZmine_trial_sirius_sirius_13022,C14H26O5,[M + Na]+,Fatty Acids and Conjugates,Hydroxy fatty acids,Medium-chain hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives,0.74699682,Hydroxy acids and derivatives,Organic acids and derivatives
2287_01102023_MZmine_trial_sirius_sirius_4029,C12H20O5,[M + H]+,Fatty Acids and Conjugates,Dicarboxylic acids,Medium-chain keto acids and derivatives,Medium-chain keto acids and derivatives,0.663967907,Keto acids and derivatives,Organic acids and derivatives
3738_01102023_MZmine_trial_sirius_sirius_6041,C12H18O4,[M + H]+,Macrolides,Macrolide lactones,Medium-chain keto acids and derivatives,Medium-chain keto acids and derivatives,0.590303779,Keto acids and derivatives,Organic acids and derivatives
3552_01102023_MZmine_trial_sirius_sirius_5774,C12H20O5,[M + H]+,Macrolides,Oxo fatty acids,Medium-chain keto acids and derivatives,Medium-chain keto acids and derivatives,0.652835846,Keto acids and derivatives,Organic acids and derivatives
3812_01102023_MZmine_trial_sirius_sirius_6152,C12H20O5,[M + H]+,Macrolides,Macrolide lactones,Medium-chain keto acids and derivatives,Medium-chain keto acids and derivatives,0.523234129,Keto acids and derivatives,Organic acids and derivatives
8587_01102023_MZmine_trial_sirius_sirius_13903,C39H68O12,[M + Na]+,Polyethers,Macrotetrolides,Methyl-branched fatty acids,Fatty acids and conjugates,0.331921339,Fatty Acyls,Lipids and lipid-like molecules
7110_01102023_MZmine_trial_sirius_sirius_11488,C30H52O9,[M + Na]+,Linear polyketides,Open-chain polyketides,Methyl-branched fatty acids,Fatty acids and conjugates,0.690705299,Fatty Acyls,Lipids and lipid-like molecules
1970_01102023_MZmine_trial_sirius_sirius_3539,C37H76N3O6P,[M + H]+,Sphingolipids,N-acyl amines,Phosphosphingolipids,Phosphosphingolipids,0.83205533,Sphingolipids,Lipids and lipid-like molecules
8089_01102023_MZmine_trial_sirius_sirius_13066,C30H46N3O4P,[M + H]+,Sphingolipids,Phosphosphingolipids,Phosphosphingolipids,Phosphosphingolipids,0.952147186,Sphingolipids,Lipids and lipid-like molecules
7939_01102023_MZmine_trial_sirius_sirius_12807,C29H48N3O6P,[M + K]+,Sphingolipids,Phosphosphingolipids,Phosphosphingolipids,Phosphosphingolipids,0.972713828,Sphingolipids,Lipids and lipid-like molecules
8180_01102023_MZmine_trial_sirius_sirius_13212,C27H48N3O6P,[M + K]+,Sphingolipids,Phosphosphingolipids,Phosphosphingolipids,Phosphosphingolipids,0.948282421,Sphingolipids,Lipids and lipid-like molecules
2477_01102023_MZmine_trial_sirius_sirius_4278,C18H32O5S,[M + H]+,Fatty Acids and Conjugates,Prostaglandins,Prostaglandins and related compounds,Eicosanoids,0.160571858,Fatty Acyls,Lipids and lipid-like molecules
4096_01102023_MZmine_trial_sirius_sirius_6547,C22H29F2NO5,[M + H]+,Eicosanoids,Prostaglandins,Prostaglandins and related compounds,Eicosanoids,0.859022856,Fatty Acyls,Lipids and lipid-like molecules
3548_01102023_MZmine_trial_sirius_sirius_5770,C18H28O4,[M + H]+,Octadecanoids,Prostaglandins,Prostaglandins and related compounds,Eicosanoids,0.301913887,Fatty Acyls,Lipids and lipid-like molecules
6096_01102023_MZmine_trial_sirius_sirius_9913,C18H34O5,[M + Na]+,Eicosanoids,Prostaglandins,Prostaglandins and related compounds,Eicosanoids,0.797998965,Fatty Acyls,Lipids and lipid-like molecules
4384_01102023_MZmine_trial_sirius_sirius_6978,C18H34O7S,[M + Na]+,Octadecanoids,Prostaglandins,Prostaglandins and related compounds,Eicosanoids,0.460212588,Fatty Acyls,Lipids and lipid-like molecules
3647_01102023_MZmine_trial_sirius_sirius_5910,C24H42N2O5,[M + H]+,Eicosanoids,Prostaglandins,Prostaglandins and related compounds,Eicosanoids,0.475581229,Fatty Acyls,Lipids and lipid-like molecules
5197_01102023_MZmine_trial_sirius_sirius_8184,C20H37FO6,[M + H]+,Steroids,Prostaglandins,Prostaglandins and related compounds,Eicosanoids,0.385392457,Fatty Acyls,Lipids and lipid-like molecules
5782_01102023_MZmine_trial_sirius_sirius_9273,C20H30O5,[M + H]+,Eicosanoids,Prostaglandins,Prostaglandins and related compounds,Eicosanoids,0.748990476,Fatty Acyls,Lipids and lipid-like molecules
6205_01102023_MZmine_trial_sirius_sirius_10117,C18H28O4,[M + H]+,Octadecanoids,Prostaglandins,Prostaglandins and related compounds,Eicosanoids,0.605396986,Fatty Acyls,Lipids and lipid-like molecules
5427_01102023_MZmine_trial_sirius_sirius_8567,C18H34O5,[M + Na]+,Eicosanoids,Prostaglandins,Prostaglandins and related compounds,Eicosanoids,0.822254777,Fatty Acyls,Lipids and lipid-like molecules
5799_01102023_MZmine_trial_sirius_sirius_9305,C18H34O5,[M + Na]+,Eicosanoids,Prostaglandins,Prostaglandins and related compounds,Eicosanoids,0.328115374,Fatty Acyls,Lipids and lipid-like molecules
7043_01102023_MZmine_trial_sirius_sirius_11387,C22H37NO4,[M + H]+,Eicosanoids,Prostaglandins,Prostaglandins and related compounds,Eicosanoids,0.534472167,Fatty Acyls,Lipids and lipid-like molecules
8001_01102023_MZmine_trial_sirius_sirius_12918,C18H28O4,[M + H]+,Octadecanoids,Phytoprostanes,Prostaglandins and related compounds,Eicosanoids,0.745628417,Fatty Acyls,Lipids and lipid-like molecules
8777_01102023_MZmine_trial_sirius_sirius_14235,C22H34O4,[M + H]+,Eicosanoids,Prostaglandins,Prostaglandins and related compounds,Eicosanoids,0.678616047,Fatty Acyls,Lipids and lipid-like molecules
6661_01102023_MZmine_trial_sirius_sirius_10825,C18H34O5,[M + Na]+,Eicosanoids,Prostaglandins,Prostaglandins and related compounds,Eicosanoids,0.923383951,Fatty Acyls,Lipids and lipid-like molecules
8002_01102023_MZmine_trial_sirius_sirius_12919,C21H34O5,[M + H]+,Eicosanoids,Prostaglandins,Prostaglandins and related compounds,Eicosanoids,0.693860769,Fatty Acyls,Lipids and lipid-like molecules
6307_01102023_MZmine_trial_sirius_sirius_10289,C18H34O5,[M + Na]+,Eicosanoids,Prostaglandins,Prostaglandins and related compounds,Eicosanoids,0.669152498,Fatty Acyls,Lipids and lipid-like molecules
8401_01102023_MZmine_trial_sirius_sirius_13596,C18H28O4,[M + Na]+,Eicosanoids,Prostaglandins,Prostaglandins and related compounds,Eicosanoids,0.159632131,Fatty Acyls,Lipids and lipid-like molecules
6873_01102023_MZmine_trial_sirius_sirius_11136,C23H41FO4,[M + H]+,Steroids,Prostaglandins,Prostaglandins and related compounds,Eicosanoids,0.577218652,Fatty Acyls,Lipids and lipid-like molecules
7135_01102023_MZmine_trial_sirius_sirius_11528,C19H34O5,[M + Na]+,Fatty Acids and Conjugates,12-oxophytodienoic acid metabolites,Prostaglandins and related compounds,Eicosanoids,0.585205615,Fatty Acyls,Lipids and lipid-like molecules
6816_01102023_MZmine_trial_sirius_sirius_11050,C18H28O4,[M + H]+,Octadecanoids,Phytoprostanes,Prostaglandins and related compounds,Eicosanoids,0.376888633,Fatty Acyls,Lipids and lipid-like molecules
8166_01102023_MZmine_trial_sirius_sirius_13192,C18H28O4,[M + Na]+,Sesquiterpenoids,Prostaglandins,Prostaglandins and related compounds,Eicosanoids,0.173794046,Fatty Acyls,Lipids and lipid-like molecules
5795_01102023_MZmine_trial_sirius_sirius_9298,C18H32O6S,[M + Na]+,Fatty Acids and Conjugates,Fatty alcohols,Sulfated fatty acids,Fatty acids and conjugates,0.807685852,Fatty Acyls,Lipids and lipid-like molecules
